class,cap-shape,bruises,gill-spacing,gill-size,gill-color,stalk-surface-above-ring,stalk-color-above-ring,stalk-color-below-ring,ring-type,spore-print-color,population
edible,convex,no,close,broad,orange,smooth,orange,orange,pendant,brown,several
poisonous,flat,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,white,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,knobbed,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,knobbed,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
edible,convex,no,crowded,broad,white,silky,white,white,pendant,white,numerous
poisonous,flat,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,knobbed,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,knobbed,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,white,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,white,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,knobbed,no,close,narrow,buff,silky,pink,white,evanescent,white,several
edible,convex,bruises,close,broad,white,smooth,white,white,pendant,white,several
poisonous,convex,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
poisonous,knobbed,no,close,narrow,buff,smooth,white,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
edible,bell,no,crowded,broad,gray,smooth,white,white,pendant,white,numerous
poisonous,convex,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
edible,knobbed,no,crowded,broad,gray,silky,white,white,pendant,white,scattered
poisonous,convex,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,knobbed,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,white,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,white,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,knobbed,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,knobbed,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,knobbed,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,knobbed,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
edible,bell,no,crowded,broad,white,smooth,white,white,pendant,white,numerous
poisonous,convex,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,white,pink,evanescent,white,several
edible,knobbed,no,crowded,broad,gray,silky,white,white,pendant,white,scattered
poisonous,flat,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
edible,bell,no,crowded,broad,pink,silky,white,white,pendant,white,numerous
poisonous,knobbed,no,close,narrow,buff,smooth,white,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,knobbed,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
edible,knobbed,no,crowded,broad,gray,smooth,white,white,pendant,white,scattered
poisonous,flat,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
poisonous,knobbed,no,close,narrow,buff,smooth,white,white,evanescent,white,several
poisonous,knobbed,no,close,narrow,buff,silky,white,white,evanescent,white,several
